RBnumber,sequence_num,recovered_date,recovered_district,recovered_address,recovered_halfadd,recovered_room,recovered_city,recovered_state,recovered_zip,year,color,make,model,bodytype,licensenum,licensestate,licenseyear,VIN,approximate_value,stolen?,questionable_stolen?,steering_lock?,doors_locked?,ignition_locked?,key_in_vehicle?
Z46164,1,,000,,,,,,,99,MAR,CHEV,TK,PK,SRX437,NE,11,1GCGK24UXXE196172,,Y,N,N,N,N,Y
Z46166,1,,000,,,,,,,01,TAN,DODG,R15,TK,SME634,NE,12,3B7HF13Z81G250701,,N,N,N,N,N,N
Z46168,1,,000,,,,,,,01,RED,DODG,TK,PK,SGN420,NE,12,3B7HF13Y61M557308,2000,Y,N,N,N,N,N
Z46169,1,11/13/2011 12:00 AM,028,4300 CORBY ST,,,OMAHA,NE,68111,11,BRZ,FORD,EXP,UT,SUL474,NE,12,1FMJK1J55BEF01420,,Y,N,N,N,N,N
Z46170,1,11/14/2011 12:00 AM,095,17000 T ST,,,OMAHA,NE,68135,11,BLK,,,TL,XLA704,NE,11,53MTM2023BB000086,,Y,N,N,N,N,N
Z46184,1,11/11/2011 12:00 AM,025,4800 LAUREL AV,,,OMAHA,NE,68104,06,YEL,CHEV,,2DR,RYW352,NE,12,1G1AL15F767630668,,N,N,N,N,N,N
Z46204,1,11/26/2011 12:00 AM,077,7317 DOUGLAS ST,,,OMAHA,NE,68114,91,BLU,BUIC,LES,4DR,7B9317,NE,12,1G4HR54C8MH478213,1000,Y,N,N,N,N,N
Z44889,1,,000,,,,,,,95,WHI,CADI,DEV,4D,,,00,1G6KD52B9SU297423,1000,N,N,N,N,N,N
Z44901,1,,000,,,,,,,00,BLK,,,TL,,,00,,1200,Y,N,N,N,N,N
Z44902,1,11/10/2011 12:00 AM,057,2200 PIERCE ST,,,OMAHA,NE,68108,05,TAN,DODG,TK,PK,66390,NE,12,3D7KS28C85G748162,20000,Y,N,N,N,N,N
Z44904,1,,000,,,,,,,93,BLK,HOND,ACC,4D,RXM472,NE,12,JHMCB7671PC046318,3000,N,N,N,N,N,N
Z44908,1,11/08/2011 12:00 AM,064,4404 S 32 ST,,,OMAHA,NE,68107,95,RED,HOND,CIV,2D,RTH648,NE,12,2HGEJ1227SH569595,3000,Y,N,N,N,N,N
Z44917,1,11/07/2011 12:00 AM,072,5905 F ST,,,OMAHA,NE,68117,00,GRN,HOND,ACC,4D,SGU677,NE,12,JHMCG5679YC034411,7000,Y,N,N,N,N,N
Z44951,1,11/18/2011 12:00 AM,064,3222 Q ST,,,OMAHA,NE,68107,04,RED,JEEP,,UT,SVX850,NE,12,1J4GL48K84W209812,8000,Y,N,N,N,N,N
Z46391,1,11/12/2011 12:00 AM,076,7809 F ST,,,OMAHA,NE,68127,05,GRY,GMC,CAN,TK,27417,NE,11,1GTCS148158202450,,Y,N,N,N,N,Y
Z46456,1,,000,,,,,,,90,RED,CHEV,,PK,RXK299,NE,12,1GCDK14K4LE142887,,N,N,N,N,N,N
Z46481,1,11/22/2011 12:00 AM,085,2617 S 114 ST,,,OMAHA,NE,68144,90,GRY,BUIC,PAR,4D,RWH441,NE,12,1G4CW54C3L1621370,,Y,N,N,Y,N,N
Z46496,1,,000,,,,,,,99,SIL,HOND,CIV,4DR,SFV581,NE,12,2HGEJ6673XH574643,1000,Y,N,N,N,N,N
Z46511,1,11/13/2011 12:00 AM,078,9310 WEST CENTER RD,,,OMAHA,NE,68124,91,WHI,OLDS,CUT,4DR,10H33,NE,12,1G3AJ54N9M6353389,600,Y,N,N,N,N,N
Z46519,1,11/14/2011 12:00 AM,066,2400 G ST,,,OMAHA,NE,68107,95,TAN,HOND,ACC,4DR,RWF624,NE,12,1HGCD5632SA077029,1000,Y,N,N,N,N,N
Z46580,1,11/16/2011 12:00 AM,038,3104 N 22 ST,,,OMAHA,NE,68110,91,TAN,BUIC,PAR,4DR,SMH232,NE,11,1G4CW53L7M1628549,,Y,N,N,N,N,N
Z46621,1,11/13/2011 12:00 AM,082,10770 M ST,,,OMAHA,NE,68127,05,SIL,KIA,,4D,656SSQ,IA,11,KNALD124455074052,,N,N,N,N,N,N
Z46629,1,11/14/2011 12:00 AM,052,2024 ST MARYS AV,,,OMAHA,NE,68102,03,WHI,JEEP,,UT,PUT835,NE,11,1J4GW58J73C605671,5000,Y,N,N,N,N,N
Z46666,1,11/14/2011 12:00 AM,015,9600 BENNINGTON RD,,,OMAHA,NE,68122,94,MAR,CHEV,,SUV,RVP685,NE,12,1GNFK16K4RJ310380,4000,Y,N,N,Y,N,N
Z46680,1,11/13/2011 12:00 AM,071,6115 O ST,,,OMAHA,NE,68117,94,MAR,FORD,RAN,PK,SAJ270,NE,12,1FTCR10A1RUB29677,5000,Y,N,N,N,N,N
Z46693,1,11/16/2011 12:00 AM,066,1416 O ST,,,OMAHA,NE,68107,97,WHI,NISS,SEN,4D,791XSQ,IA,12,3N1AB41D7VL025417,4000,Y,N,N,N,N,Y
Z46706,1,,000,,,,,,,91,BLU,CHEV,,PK,RMH749,NE,00,1GCDC14H1ME202692,2500,Y,N,N,N,N,N
Z46757,1,,000,,,,,,,02,BLU,DODG,INT,4D,253SQM,IA,12,2B3HD46R12H235270,5000,Y,N,N,Y,N,N
Z46760,1,,000,,,,,,,94,RED,HOND,PRE,2D,,,00,JHMBB2257RC005620,1550,Y,N,N,Y,N,Y
Z46861,1,11/19/2011 12:00 AM,095,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,94,RED,JEEP,TK,LL,SIX819,NE,12,1J4GZ58Y7RC115180,8000,Y,N,N,N,N,N
Z45039,1,11/07/2011 12:00 AM,083,12794 GAIL PA,,,OMAHA,NE,,01,RED,DODG,RAM,TK,SKH378,NE,12,3B7HF13Z91M266682,,N,N,N,N,N,N
Z45049,1,11/07/2011 12:00 AM,047,2500 NICHOLAS ST,,,OMAHA,NE,,00,RED,FORD,,PK,SCN445,NE,12,1FTZX1724YKB26569,,N,N,N,N,N,N
Z45060,1,,000,,,,,,,99,BRO,FORD,EXP,SUV,SJT290,NE,11,1FMZU35P2XZA62228,1500,N,N,N,N,N,N
Z45064,1,,000,,,,,,,02,SIL,CHEV,SUB,UT,SWD076,NE,12,3GNFK16Z62G353722,8000,Y,N,N,N,N,N
Z46949,1,,000,,,,,,,89,SIL,LINC,,2DR,,,00,1LNBM93E3KY649509,3000,N,N,N,N,N,Y
Z46997,1,11/14/2011 12:00 AM,047,HAMILTON/NORTH EXPWY ST,,,,,,02,BLK,,,TRL,XFM550,NE,11,5H2812LP22W001641,,Y,N,N,N,N,N
Z47217,1,11/16/2011 12:00 AM,081,10937 PRAIRIE HILLS DR,,,OMAHA,NE,68144,93,ONG,CHEV,,,22171,NE,00,1GBJC34K1PE220922,,Y,N,N,N,N,N
Z47269,1,11/15/2011 12:00 AM,067,2500 Y ST,,,OMAHA,NE,68107,96,BLU,OLDS,,4DR,RBZ681,NE,11,1G3AJ55M9T6388874,,N,N,N,N,N,N
Z47276,1,11/15/2011 12:00 AM,062,3118 S 21 ST,,,OMAHA,NE,68108,01,BLU,DODG,,PU,014SZC,IA,12,1B7FL26X21S128778,,N,N,N,N,N,N
Z47348,1,,000,,,,,,,06,RED,YAMA,,MC,RGT608,NE,11,LPRSA30A16A102209,1000,Y,N,N,N,N,N
Z47440,1,11/16/2011 12:00 AM,074,5600 WOOLWORTH AV,,,OMAHA,NE,68106,03,SIL,DODG,NEO,4DR,PVO987,NE,11,1B3AS26C63D122145,1800,Y,N,N,N,N,N
Z45119,1,11/07/2011 12:00 AM,057,2700 MARTHA ST,,,OMAHA,NE,68105,95,BLK,FORD,RAN,PK,RZN631,NE,11,1FTCR10U7SPA00065,,Y,N,N,N,N,Y
Z47518,1,,000,,,,,,,03,GRN,HYUN,ELA,4D,209XFL,IA,11,KMHDN45D33U579502,,Y,N,N,N,N,N
Z47528,1,,000,,,,,,,95,SIL,FORD,TAU,4DR,SGI808,NE,12,1FALP52U9SG180648,1500,Y,N,N,N,N,Y
Z47618,1,,000,,,,,,,70,RED,,,MC,,,00,,,Y,N,N,N,N,N
Z47752,1,11/17/2011 12:00 AM,076,7400 CENTER ST,,,OMAHA,NE,,09,GRY,CHEV,TK,PK,SVU328,NE,12,1GCEK19C09Z105326,28000,Y,N,N,N,N,N
Z47772,1,,000,,,,,,,90,RED/GRY,GMC,,UT,SAU002,NE,12,1GKEV18K3LF516636,,Y,N,N,N,N,N
Z47811,1,11/17/2011 12:00 AM,082,10700 Q ST,,,OMAHA,NE,68127,95,GLD,OLDS,CUT,4D,SRR261,NE,12,1G3AJ55M7S6427511,1000,Y,N,N,N,N,N
Z47875,1,11/17/2011 12:00 AM,075,6238 GROVER ST,,,OMAHA,NE,68106,02,WHI,CHRY,,VAN,094SNK,IA,12,1C4GJ25352B742251,,N,N,N,N,N,N
Z47912,1,11/26/2011 12:00 AM,095,UNK ST,,,COUNCIL BLUFFS,IA,,02,SIL,CHEV,IMP,4D,,,00,2G1WH55K629339843,,Y,N,N,N,N,N
Z45152,1,11/09/2011 12:00 AM,095,4730 S 24 ST,,,OMAHA,NE,68107,97,WHI,FORD,,VN,SCN803,NE,12,1FTHS24L4VHA90372,2200,Y,N,N,N,N,N
Z47977,1,,000,,,,,,,92,TAN,CHEV,TK,LL,969XZY,IA,12,1GNEK18K5NJ322539,1000,N,N,N,N,N,Y
Z47997,1,11/18/2011 12:00 AM,017,7200 CEDAR ST,,,OMAHA,NE,68124,95,BLK,HOND,ACC,4D,RVM259,NE,00,JHMCD5652SC026181,,N,N,N,N,N,N
Z48010,1,11/30/2011 12:00 AM,091,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,99,WHI,JEEP,TK,LL,RHV465,NE,10,1J4FF68S8XL587715,,Y,N,N,N,N,N
Z48073,1,,000,,,,,,,12,WHI,,,TL,,,00,,2310,Y,N,N,N,N,N
Z45218,1,11/07/2011 12:00 AM,047,2500 LAKE ST,,,OMAHA,NE,68111,11,BLU,,CYC,MOP,,,00,LFLTCBHN7B3E53295,900,N,N,N,N,N,N
Z48095,1,11/23/2011 12:00 AM,012,10800 WEST MAPLE RD,,,OMAHA,NE,68164,06,BLK,CHEV,,TK,SJH464,NE,12,1GCEK19Z56Z169975,15000,Y,N,N,N,N,Y
Z48126,1,,000,,,,,,,94,WHI,ACUR,INT,2D,RXG186,NE,12,JH4DC4348RS000603,2000,Y,N,N,N,N,N
Z48146,1,,000,,,,,,,01,GRN,DODG,,PU,SRV328,NE,12,3B7HF13Z71G173190,5000,Y,N,N,N,N,N
Z48174,1,11/25/2011 12:00 AM,032,3150 IDA ST,,,OMAHA,NE,68112,03,SIL,JEEP,,UT,428YNT,IA,12,1J4GL48K23W679610,8000,Y,N,N,N,N,N
Z48198,1,11/19/2011 12:00 AM,029,5010 DODGE ST,,,OMAHA,NE,68132,97,WHI,HOND,ACC,4D,REW979,NE,11,1HGCD5632VA208299,,Y,N,N,N,N,N
Z48317,1,,000,,,,,,,01,SIL,TOYT,COR,4DR,197YJI,IA,12,2T1BR18E81C503707,5000,N,N,N,N,N,Y
Z48322,1,11/19/2011 12:00 AM,059,9000 PACIFIC ST,,,OMAHA,NE,68114,10,BLK,FORD,TK,UT,SFM779,NE,12,1FMJU2A57AEB64683,,N,N,N,N,N,N
Z48327,1,11/19/2011 12:00 AM,057,1135 S 28 ST,,,OMAHA,NE,68105,01,GRY,DODG,TK,PK,806HNW,IA,12,3B7KD237X1G195324,,N,N,N,N,N,N
Z48337,1,,000,,,,,,,95,GRN,FORD,,TK,042RDD,IA,00,1FTEF15Y1SLD39547,,N,N,N,N,N,N
Z48340,1,11/19/2011 12:00 AM,024,5929 N 72 ST,,,OMAHA,NE,68134,02,BLU,CHEV,MOC,2D,,,00,2G1WW12E629147898,1000,Y,N,N,N,N,N
Z48351,1,,000,,,,,,,92,WHI,CHEV,TK,PK,RVU521,NE,11,1GCFK24K1NE223363,2500,Y,N,N,N,N,N
Z48525,1,11/20/2011 12:00 AM,091,6328 GROVER ST,,,OMAHA,NE,68106,01,GLD,CHEV,IMP,4DR,SRE898,NE,12,2G1WF55E619133274,3000,Y,N,N,N,N,N
Z48534,1,11/20/2011 12:00 AM,012,3709 N 154 CT,,,OMAHA,NE,68116,08,BLU,HYUN,ACC,4D,SDZ199,NE,11,KMHCN46C08U234663,,Y,N,N,N,N,N
Z48547,1,11/20/2011 12:00 AM,026,5000 FOWLER AV,,,OMAHA,NE,,02,WHI,FORD,TK,PK,61021,NE,12,1FTRW08L62KA41311,13000,Y,N,N,N,N,N
Z48551,1,,000,,,,,,,00,BLK,CADI,ELD,2D,897XSQ,NE,12,1G6ET1293YB703741,,Y,N,N,N,N,N
Z48552,1,,000,,,,,,,02,RED,HOND,,MC,,,00,JH2JE013X2M403985,600,Y,N,N,N,N,N
Z48553,1,,000,,,,,,,96,GRN/BLK,,,MC,UNKNOWN,,00,UNKNOWN,,Y,N,N,N,N,N
Z48579,1,,000,,,,,,,01,BLU,CHEV,TK,PU,RTW645,NE,12,1GCHK24U91E263968,9000,Y,N,N,N,N,N
Z45231,1,11/07/2011 12:00 AM,095,617 CENTER ST,,,OMAHA,NE,68108,98,GRN,JEEP,LAR,UT,RWV934,NE,12,1J4GZ58S4WC225336,,Y,N,N,N,N,N
Z45252,1,,000,,,,,,,96,GRN,HOND,ACC,4D,SCM661,NE,12,1HGCD5634TA161760,,N,N,N,N,N,N
Z48721,1,,000,,,,,,,02,SIL,PONT,,4D,RXY902,NE,12,1G2NW52E72M519489,,N,N,N,N,N,N
Z48747,1,,000,,,,,,,94,WHI,HOND,ACC,2DR,STL718,NE,12,1HGCD7150RA025932,,Y,N,N,N,N,N
Z48755,1,,000,,,,,,,01,BLU,TRLR,,,,,00,4TBBT222X1K001003,2000,Y,N,N,N,N,N
Z45306,1,11/07/2011 12:00 AM,082,9928 U PA,,,OMAHA,NE,,11,BRO,FORD,,4D,SRB443,NE,12,2FABP7EV3BX140295,,N,N,N,N,N,N
Z45340,1,11/08/2011 12:00 AM,064,4100 M ST,,,OMAHA,NE,68107,92,RED,HOND,PRE,2DR,SJA631,NE,12,JHMBB2155NC011525,3000,Y,N,N,N,N,N
Z45341,1,11/09/2011 12:00 AM,065,2400 I ST,,,OMAHA,NE,68107,99,RED,CHEV,CAV,4DR,SJE112,NE,12,1G1JC5247X7325344,5000,Y,N,N,N,N,N
Z48763,1,,000,,,,,,,94,RED,NISS,ALT,4DR,,,00,1N4BU31D2RC143792,,N,N,N,N,N,N
Z48779,1,11/29/2011 12:00 AM,051,109 N 9 ST,,,OMAHA,NE,68102,04,BLK,DODG,TK,PU,RYA834,NE,12,1D7HG42N44S634071,,Y,N,N,N,N,N
Z48844,1,11/21/2011 12:00 AM,079,9600 OHERN ST,,,OMAHA,NE,,01,TAN,TOYT,COR,4DR,347XLE,IA,12,1NXBR12E51Z510752,,N,N,N,N,N,N
Z48908,1,11/24/2011 12:00 AM,039,2900 SPENCER ST,,,OMAHA,NE,68111,05,BLU,DODG,TK,SV,RWZ401,NE,12,1D4GP45R65B419381,2500,N,N,N,N,N,N
Z49056,1,11/22/2011 12:00 AM,064,4195 I ST,,,OMAHA,NE,68107,99,SIL,CHEV,CAM,2D,PXN658,NE,11,2G1FP22K2X2141783,,N,N,N,N,N,N
Z49129,1,,000,,,,,,,98,WHI,HOND,CIV,2D,SUZ915,NE,12,1GHEJ8141WL090867,1500,Y,N,N,N,N,N
Z49147,1,11/22/2011 12:00 AM,091,5027 S 20 ST,,,OMAHA,NE,68107,91,GRY,TOYT,PRE,VN,OJP564,NE,12,JT3A011RXM0048212,,Y,N,N,N,N,N
Z45372,1,,000,,,,,,,10,GRY,FORD,,4D,SFY836,NE,12,3FAPOHA1AR366780,25000,Y,N,N,N,N,N
Z45378,1,11/09/2011 12:00 AM,095,UNKNOWN ST,,,MILLS CO SO,IA,,98,WHI,JEEP,TK,UT,SKH228,NE,12,1K4GZ88Z6WC308085,6000,Y,N,N,N,N,N
Z45392,1,11/09/2011 12:00 AM,083,13500 DISCOVERY DR,,,OMAHA,NE,68137,97,BGE,TOYT,CAM,4D,PKG196,NE,12,4T1BF22K3VU905507,4000,Y,N,N,N,N,Y
Z45419,1,,000,,,,,,,02,WHI,TOYT,TK,VN,RWR391,NE,12,4T3ZF13C52U446516,15000,Y,N,N,N,N,Y
Z49252,1,11/26/2011 12:00 AM,019,6631 SEWARD ST,,,OMAHA,NE,68104,97,WHI,DODG,INT,4DR,RHO609,NE,12,2B3HD46T7VH708332,,Y,N,N,N,N,N
Z49285,1,11/23/2011 12:00 AM,071,4500 MADISON ST,,,OMAHA,NE,68117,97,MAR,OLDS,CUT,4D,,,00,1G3AJ55M1S632023,,Y,N,N,N,N,N
Z49288,1,11/23/2011 12:00 AM,065,2100 G ST,,,OMAHA,NE,68107,92,RED,HOND,CIV,4D,SCP898,NE,12,JHMEH9595NS010172,2500,Y,N,N,N,N,N
Z49325,1,11/23/2011 12:00 AM,037,5002 FLORENCE BD,,,OMAHA,NE,68110,90,BLU,CHEV,SUB,UT,934XFY,IA,12,1GNER16K1LF108033,,N,N,N,N,N,N
Z49331,1,,000,,,,,,,88,BLU,JEEP,TK,UT,SNH712,NE,12,1JCMR7823JT200116,,Y,N,N,N,N,N
Z49338,1,12/06/2011 12:00 AM,081,10829 M ST,,,OMAHA,NE,68137,03,BLU,CHRY,,4D,RIE853,NE,11,2C3A37GK33H538400,11000,Y,N,N,N,N,Y
Z49356,1,12/01/2011 12:00 AM,091,1455 MCPHERESON ST,,,COUNCIL BLUFFS,IA,51501,99,BLK,DODG,TK,PK,FIS4475,OH,12,1B7GG26Y0XS181988,,Y,N,N,N,N,N
Z49364,1,,000,,,,,,,11,RED,DODG,RAM,PK,SCM289,NE,12,1D7K528A37J579569,25000,N,N,N,N,N,Y
Z49382,1,11/24/2011 12:00 AM,038,1600 EMMET ST,,,OMAHA,NE,68110,94,GRN,FORD,,PK,RWM527,NE,12,1FTEX14N7RKA67175,,Y,N,N,N,N,N
Z49386,1,11/23/2011 12:00 AM,059,PARK WILD AV/PINE ST,,,,,,04,WHI,HOND,ACC,4D,SFN511,ME,12,JHMCM56744C014901,15000,Y,N,N,N,N,N
Z49407,1,11/24/2011 12:00 AM,021,5900 NW RADIAL HW,,,OMAHA,NE,68104,99,WHI,GMC,,UT,SDS395,NE,12,1GKEK13R0XJ781188,3000,N,N,N,N,N,N
Z49418,1,,000,,,,,,,95,BLK,HOND,CIV,2D,SIB143,NE,12,2HGEJ1221SH556535,2800,Y,N,N,N,N,N
Z49430,1,12/05/2011 12:00 AM,025,4400 CURTIS AV,,,OMAHA,NE,68111,07,WHI,DODG,,UT,29B141,NE,12,1D8GU28K57W660080,10000,N,N,N,N,N,N
Z49521,1,,000,,,,,,,00,BLU,OLDS,ARO,2D,SDN641,NE,12,1G3NL12T3YC433266,2000,N,N,N,N,N,N
Z49530,1,11/24/2011 12:00 AM,089,5606 S 140 AV,,,OMAHA,NE,68137,97,SIL,HOND,CIV,4D,SBN472,NE,12,JHMEJ6529V5021276,,N,N,N,N,N,N
Z49564,1,12/08/2011 12:00 AM,064,3700 L ST,,,OMAHA,NE,68107,92,RED,HOND,PRE,2D,SMM936,NE,12,JHMBB2154NC018188,,Y,N,N,N,N,N
Z49570,1,11/25/2011 12:00 AM,043,4527 DECATUR ST,,,OMAHA,NE,68104,93,GRN,LINC,MAR,2D,SNH704,NE,12,1LNLM91V3PY747762,,Y,N,N,N,N,N
Z49576,1,11/24/2011 12:00 AM,065,3817 S 25 ST,,,OMAHA,NE,68107,97,WHI,CHEV,CAV,2D,760CLW,IA,12,1G1JC1242V7217932,,N,N,N,N,N,N
Z49577,1,,000,,,,,,,89,BRO,CHEV,TK,LL,RZM735,NE,12,1GNEV16K0JF142439,1500,Y,N,N,N,N,N
Z49580,1,,000,,,,,,,99,RED,PONT,SUN,2D,RZW632,NE,12,1G2JB1243X7562145,1000,Y,N,N,N,N,N
Z49626,1,11/24/2011 12:00 AM,046,3300 CALIFORNIA ST,,,OMAHA,NE,68131,94,WHI,PONT,,VN,SWV948,NE,12,1GMDU06L1RT208550,,N,N,N,N,N,N
Z49636,1,,000,,,,,,,93,MAR,HOND,ACC,4D,035XFP,IA,10,1HGCB7541PA147025,,N,N,N,N,N,N
Z49677,1,11/24/2011 12:00 AM,024,6640 NEBRASKA AV,,,OMAHA,NE,68104,00,RED,SUBA,FOR,SUV,SCL724,NE,11,JF1SF6556YH706746,3000,N,N,N,N,N,N
Z49678,1,11/24/2011 12:00 AM,029,1011 N 49 AV,,,OMAHA,NE,68132,06,SIL,SUZI,,UT,SMI386,NE,12,JS3TY92V564102478,15000,Y,N,N,N,N,N
Z49689,1,,000,,,,,,,02,GRY,FORD,,4D,RZI651,NE,12,1FAFP343X2W2489567,2500,Y,N,N,N,N,N
Z49750,1,11/30/2011 12:00 AM,091,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,90,BLK,,ACC,2D,SFP584,NE,12,1HGCB7169LA080157,1000,Y,N,N,N,N,N
Z49755,1,11/25/2011 12:00 AM,065,2400 C ST,,,OMAHA,NE,68107,88,RED,TOYT,TK,PK,SLH619,NE,12,JTRN67P2J8008568,1000,Y,N,N,N,N,N
Z49799,1,11/25/2011 12:00 AM,028,2750 N 49 ST,,,OMAHA,NE,68104,90,BLK,CHEV,AST,VN,RVT011,NE,12,1GBDM15Z0LB140100,1000,Y,N,N,N,N,N
Z49800,1,11/26/2011 12:00 AM,064,4526 S 40 ST,,,OMAHA,NE,68107,95,BLU,HOND,ACC,4DR,NXB935,MN,12,JHMCD5633SC063982,,Y,N,N,N,N,N
Z49803,1,,000,,,,,,,05,WHI,,,TRL,XJU554,NE,11,5NHULFZ25N0481500,,Y,N,N,N,N,N
Z49810,1,,000,,,,,,,97,GRN,MERC,,SUV,SIS218,NE,12,4M2DU52P0VUJ64520,,N,N,N,N,N,N
Z49814,1,11/25/2011 12:00 AM,033,3900 NEBRASKA AV,,,OMAHA,NE,68111,99,BLK,CHRY,SEB,4DR,RAP060,NE,11,2C3HE66G6XH169705,4000,Y,N,N,N,N,N
Z49936,1,11/28/2011 12:00 AM,042,3809 MIAMI ST,,,OMAHA,NE,68111,03,SIL,FORD,EXP,SUV,SFN290,NE,11,1FMZU73K43UB28302,5000,Y,N,N,N,N,N
Z50017,1,,000,,,,,,,95,RED,JEEP,,UT,,,00,1J4GZ58S0SC701396,2000,Y,N,N,N,N,N
Z50020,1,11/26/2011 12:00 AM,095,UNK ST,,,COUNCIL BLUFFS,IA,,97,BRO,DODG,RAM,PK,SXS820,NE,12,1B7HF13Z6VJ572354,,Y,N,N,N,N,N
Z50028,1,11/26/2011 12:00 AM,085,2502 S 133 ST,,,OMAHA,NE,,02,GRY,CHEV,,TK,SBM682,,00,1GCHK23U22F196157,,N,N,N,N,N,N
Z50063,1,11/26/2011 12:00 AM,013,10920 EMMET ST,,,OMAHA,NE,68164,96,GRN,HOND,ACC,4D,SFG621,NE,11,1HGCD5668TA184694,5000,Y,N,N,N,N,N
Z50075,1,12/01/2011 12:00 AM,091,3400 BROADWAY ST,,,COUNCIL BLUFFS,IA,,97,GLD,HOND,ACC,4D,SBX085,NE,12,1HGCE664XVA019640,,Y,N,N,N,N,N
Z50078,1,11/26/2011 12:00 AM,064,3910 S 33 ST,,,OMAHA,NE,68107,06,BLK,KIA,,4D,,,00,KNADE163266059418,8000,N,N,N,N,N,N
Z50082,1,11/28/2011 12:00 AM,064,4146 N ST,,,OMAHA,NE,68107,95,GRN,HOND,ACC,4DR,SAX718,NE,12,1HGCD5639TA029481,,Y,N,N,N,N,N
Z50135,1,11/27/2011 12:00 AM,095,5217 S 87 PA,,,OMAHA,NE,68127,03,RED,PONT,GRA,4D,RWB225,NE,12,1G2NW52EX3C206802,3000,N,N,N,N,N,N
Z50181,1,11/27/2011 12:00 AM,051,1000 JACKSON ST,,,OMAHA,NE,68102,07,BLK,BMW,,4DR,SAW402,NE,12,WBAVD535X7A007294,25000,Y,N,N,N,N,N
Z50182,1,12/07/2011 12:00 AM,091,UNK ST,,,SIOUX CITY,IA,,98,GRN,HOND,ACC,4D,SRS511,NE,12,1HGCG5651WA254913,,Y,N,N,N,N,Y
Z50220,1,11/28/2011 12:00 AM,067,2800 HARRISON ST,,,OMAHA,NE,68147,85,BLU,BUIC,LES,4D,SMB311,NE,12,1G4BP69Y6FX423368,500,Y,N,N,Y,N,N
Z50229,1,11/28/2011 12:00 AM,091,UNK ST,,,,,,92,WHI,BUIC,RIV,2D,SGM219,NE,11,1G4EZ13L4NU400856,1500,Y,N,N,N,N,Y
Z50232,1,,000,,,,,,,12,WHI,,,UT,,,00,1UK500F22C1073878,5000,Y,N,N,N,N,N
Z45530,1,,000,,,,,,,96,GRN,GEO,,UT,RZK675,NE,11,1G2NF52E83C100851,700,Y,N,N,N,N,N
Z45532,1,11/09/2011 12:00 AM,022,3740 N 55 ST,,,OMAHA,NE,68104,01,RED,FORD,,4D,RVV301,NE,11,1FAFP34391W116099,1000,Y,N,N,N,N,N
Z50255,1,12/01/2011 12:00 AM,012,10900 COTTONWOOD LA,,,OMAHA,NE,,96,RED,BUIC,CNT,4D,RWE857,NE,12,1G4AG55M3T6450134,1500,Y,N,N,Y,N,N
Z50299,1,12/07/2011 12:00 AM,013,10600 BROWNE ST,,,OMAHA,NE,68134,94,BGE,BUIC,,4DR,SNJ925,NE,11,1G4AG85M3R6414180,,Y,N,N,N,N,N
Z50300,1,12/13/2011 12:00 AM,017,2917 N 84 ST,,,OMAHA,NE,68134,96,WHI,BUIC,,4DR,SNK479,NE,11,1G4AG55M9T6468251,1000,Y,N,N,N,N,N
Z50962,1,11/30/2011 12:00 AM,058,1450 S 18 ST,,,OMAHA,NE,68108,06,TAN,FORD,,PK,866YRH,IA,12,1FTSX21P06EB31761,,N,N,N,N,N,N
Z50994,1,,000,,,,,,,92,BLK,HOND,,4D,449WBN,CO,11,JHMCB7652NC026509,1300,Y,N,N,N,N,N
Z50302,1,,000,,,,,,,97,GRN,HOND,ACC,4DR,SDJ482,NE,11,JHMCD5639VC000017,2000,Y,N,N,N,N,N
Z50305,1,12/11/2011 12:00 AM,016,8320 BEDFORD AV,,,OMAHA,NE,68134,93,GRN,JEEP,,UT,SLX806,NE,12,1J4FJ68S3PL532667,600,Y,N,N,N,N,N
Z50415,1,12/10/2011 12:00 AM,085,1230 S 120 ST,,,OMAHA,NE,68144,95,WHI,BUIC,CNT,4DR,SCY290,NE,12,1G4AG55M1S6492834,1000,Y,N,N,N,N,N
Z50436,1,,000,,,,,,,01,RED,,,TL,U092433,SD,11,01S9FP16241W334272,3000,Y,N,N,N,N,N
Z50438,1,,000,,,,,,,70,WHI,,,TL,PRY384,NE,09,29G0XS0756,2000,Y,N,N,N,N,N
Z50487,1,11/08/2011 12:00 AM,056,820 S 29 ST,,,OMAHA,NE,68105,06,BLU,STRN,,2DR,,,00,1G8AW15F26Z111508,8000,Y,N,N,N,N,N
Z50521,1,12/07/2011 12:00 AM,065,4500 S 25 ST,,,OMAHA,NE,68107,01,WHI,FORD,TK,UT,,,00,1FMZU67E71UB46644,,N,N,N,N,N,N
Z50524,1,,000,,,,,,,04,BLK,CHEV,,SUV,RWG984,NE,12,3GNFK16Z54G133703,,N,N,N,Y,Y,N
Z50653,1,11/29/2011 12:00 AM,065,2400 I ST,,,OMAHA,NE,68107,94,SIL/GRY,MITS,,2D,SGP859,NE,12,4A3CF34B5RE048051,1000,Y,N,N,N,N,N
Z50669,1,12/01/2011 12:00 AM,032,2582 REDICK AV,,,OMAHA,NE,68112,83,SIL,CHEV,TK,PK,207520,NE,11,1GCDC14H7DJ181922,7500,Y,N,N,N,N,N
